gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference,bmi
M,32,1699,66.0,940,792,932,22.86
M,22,1760,72.7,922,820,990,23.47
F,62,1565,60.7,910,835,994,24.78
F,16,1654,56.4,820,693,917,20.62
M,68,1602,59.2,920,820,905,23.07
F,18,1650,49.5,780,625,891,18.18
M,18,1731,54.1,810,666,861,18.06
F,56,1460,59.4,970,918,960,27.87
F,43,1552,52.4,843,745,901,21.75
M,56,1636,67.3,915,848,916,25.14
M,24,1780,75.7,914,781,1011,23.89
F,50,1525,57.0,876,773,972,24.51
M,18,1800,74.1,895,796,1002,22.87
F,17,1584,49.5,806,687,901,19.73
F,55,1516,52.1,905,770,861,22.67
F,60,1564,55.8,940,835,868,22.81
F,60,1556,56.5,933,768,926,23.34
F,50,1546,50.1,840,675,856,20.96
F,18,1465,61.4,912,790,975,28.61
F,50,1544,58.2,925,825,900,24.41
M,55,1695,78.2,1022,930,975,27.22
F,36,1612,48.9,803,652,894,18.82
F,45,1490,47.8,825,720,895,21.53
F,21,1615,91.8,1001,926,1205,35.2
M,25,1651,70.7,926,785,991,25.94
M,17,1705,53.2,825,625,857,18.3
F,33,1548,49.9,845,722,881,20.82
M,51,1664,69.1,996,905,925,24.96
F,38,1585,65.9,929,854,974,26.23
M,27,1691,79.5,956,884,973,27.8
F,18,1640,48.1,781,690,891,17.88
F,39,1612,47.1,773,664,873,18.13
M,39,1726,80.5,1051,945,970,27.02
F,20,1684,59.6,858,707,970,21.02
F,56,1596,63.1,941,826,977,24.77
F,18,1568,59.6,855,735,982,24.24
F,22,1506,46.0,770,615,880,20.28
M,17,1765,55.9,785,660,900,17.94
F,54,1520,58.8,979,860,966,25.45
M,35,1760,67.8,896,820,950,21.89
M,47,1771,103.2,1142,1031,1097,32.9
F,16,1621,53.4,785,680,920,20.32
M,26,1630,62.8,901,791,904,23.64
F,58,1543,56.6,919,845,895,23.77
M,19,1776,78.1,962,803,975,24.76
M,33,1671,74.2,935,900,962,26.57
F,20,1690,47.9,760,641,847,16.77
M,37,1624,69.3,920,827,962,26.28
F,34,1611,52.2,867,757,900,20.11
F,28,1574,57.0,858,731,946,23.01
F,55,1477,40.0,806,643,793,18.34
F,32,1617,52.8,811,710,919,20.19
F,39,1540,57.6,941,791,911,24.29
F,19,1575,66.7,988,828,993,26.89
M,26,1764,65.6,890,745,904,21.08
F,33,1566,50.2,845,715,875,20.47
M,21,1649,61.0,892,757,907,22.43
F,62,1521,63.9,998,890,960,27.62
F,22,1539,50.3,892,637,905,21.24
M,27,1698,66.2,904,771,934,22.96
F,50,1606,60.0,940,795,918,23.26
M,16,1811,111.4,1102,1018,1204,33.97
F,17,1491,42.6,729,654,869,19.16
F,29,1630,53.8,806,695,900,20.25
F,56,1551,55.3,927,820,915,22.99
M,31,1795,103.7,1075,1016,1075,32.18
F,18,1617,58.2,825,705,950,22.26
M,36,1794,80.0,922,858,1017,24.86
M,60,1636,77.1,1020,905,973,28.81
M,28,1824,80.0,1012,832,996,24.05
F,18,1645,64.5,856,761,1021,23.84
F,26,1653,66.2,891,797,1012,24.23
M,16,1739,55.6,808,670,861,18.39
M,19,1682,67.0,878,810,964,23.68
F,17,1594,44.6,730,638,862,17.55
M,24,1764,68.8,836,803,975,22.11
F,16,1573,41.5,715,610,834,16.77
F,25,1617,50.8,745,657,928,19.43
F,18,1604,69.0,941,831,992,26.82
F,58,1477,57.5,921,841,965,26.36
M,31,1730,77.8,945,856,1006,25.99
M,18,1703,59.0,825,695,896,20.34
F,62,1558,65.7,922,961,1007,27.07
M,19,1752,59.8,805,707,878,19.48
M,48,1796,91.0,1045,978,1016,28.21
F,52,1512,62.5,951,845,969,27.34
F,36,1587,54.8,841,740,930,21.76
F,61,1454,40.1,810,690,795,18.97
F,19,1650,46.9,765,611,865,17.23
F,21,1656,57.8,851,725,950,21.08
M,29,1796,81.4,974,854,1005,25.24
F,17,1525,59.7,930,821,945,25.67
F,33,1558,54.0,846,790,909,22.25
F,18,1540,40.6,732,591,831,17.12
M,36,1751,91.1,970,994,1098,29.71
M,22,1801,62.5,775,695,890,19.27
F,45,1600,67.5,978,886,970,26.37
M,19,1722,67.4,856,743,957,22.73
M,25,1727,74.3,925,845,990,24.91
F,16,1634,63.6,925,735,965,23.82
M,38,1736,63.5,890,732,940,21.07
F,21,1639,56.2,835,715,962,20.92
F,22,1630,48.7,784,651,888,18.33
M,16,1622,49.6,794,661,827,18.85
F,36,1663,58.7,845,750,935,21.23
M,45,1729,74.5,930,896,927,24.92
M,16,1756,71.3,915,831,968,23.12
F,66,1470,59.4,993,897,958,27.49
M,37,1733,94.8,1135,1097,1000,31.57
F,27,1646,60.8,911,820,941,22.44
M,21,1744,57.9,810,705,880,19.04
M,20,1840,67.5,830,730,941,19.94
F,19,1571,55.0,870,718,878,22.28
M,20,1682,82.0,940,895,1025,28.98
F,37,1574,48.7,785,675,903,19.66
M,16,1700,75.7,972,838,982,26.19
M,16,1707,58.2,826,680,896,19.97
M,17,1726,61.1,803,694,895,20.51
F,16,1606,52.4,796,686,903,20.32
M,19,1885,139.2,1277,1249,1276,39.18
F,26,1689,65.1,882,743,970,22.82
M,49,1671,59.4,872,784,890,21.27
M,27,1745,65.7,865,785,923,21.58
F,29,1658,59.7,831,734,970,21.72
M,42,1802,96.4,1070,981,1095,29.69
M,39,1729,82.1,966,934,1030,27.46
F,38,1565,50.5,826,722,890,20.62
M,34,1667,67.3,920,780,952,24.22
F,22,1614,48.6,739,632,921,18.66
F,30,1520,47.1,793,683,895,20.39
M,36,1723,79.3,949,886,989,26.71
F,31,1562,48.2,825,715,865,19.76
M,21,1746,66.4,918,785,956,21.78
F,16,1596,50.4,834,656,900,19.79
M,16,1712,48.0,732,640,834,16.38
F,26,1622,52.5,810,677,880,19.96
F,17,1575,51.4,845,757,889,20.72
M,35,1741,79.5,1008,883,979,26.23
M,22,1739,72.6,976,865,955,24.01
F,20,1528,47.8,811,625,887,20.47
M,38,1676,72.6,951,873,941,25.85
F,45,1549,57.6,973,808,911,24.01
F,42,1513,48.2,855,724,831,21.06
F,18,1535,52.7,830,715,922,22.37
M,18,1694,60.7,860,739,926,21.15
M,36,1691,58.9,854,735,906,20.6
F,19,1645,55.4,827,714,930,20.47
F,18,1509,45.5,798,665,871,19.98
M,61,1623,63.3,920,866,905,24.03
M,29,1714,76.3,920,845,985,25.97
M,17,1742,60.0,767,699,900,19.77
M,32,1730,60.2,853,715,890,20.11
F,29,1531,48.5,781,672,910,20.69
F,61,1445,49.6,894,861,885,23.75
M,16,1727,47.5,790,590,785,15.93
M,19,1681,64.0,885,762,944,22.65
M,26,1765,78.3,960,821,965,25.13
M,19,1680,61.2,824,715,887,21.68
F,18,1660,54.8,785,655,944,19.89
M,21,1664,90.2,1110,1069,1050,32.58
F,23,1656,55.9,880,700,951,20.38
F,19,1560,53.2,820,705,922,21.86
M,17,1774,69.7,849,756,960,22.15
F,34,1632,56.4,800,730,935,21.18
F,16,1677,60.5,865,745,945,21.51
M,16,1740,58.6,792,666,870,19.36
F,19,1638,47.7,780,694,860,17.78
M,25,1770,73.3,895,782,970,23.4
F,33,1562,58.3,890,763,940,23.89
M,22,1743,96.0,1074,1065,1065,31.6
M,19,1732,56.4,805,709,871,18.8
F,18,1602,59.8,841,796,990,23.3
M,18,1716,56.2,791,710,845,19.09
M,16,1683,55.3,789,673,891,19.52
M,20,1706,62.6,825,722,920,21.51
M,19,1721,62.8,873,772,927,21.2
M,22,1732,62.5,856,725,900,20.83
M,57,1653,73.7,949,948,944,26.97
M,19,1710,56.8,809,670,865,19.42
M,18,1814,64.4,802,707,902,19.57
F,16,1590,52.1,800,651,951,20.61
M,62,1640,81.5,1050,989,1006,30.3
M,30,1791,76.9,935,803,1011,23.97
F,46,1635,64.9,903,769,993,24.28
M,17,1717,72.3,935,860,995,24.52
M,27,1719,71.8,938,805,984,24.3
M,25,1853,76.1,872,754,971,22.16
M,39,1769,63.9,840,801,916,20.42
F,42,1645,59.5,855,715,975,21.99
F,16,1604,54.9,826,661,926,21.34
M,22,1695,72.0,980,900,975,25.06
F,55,1576,77.5,1061,1002,1007,31.2
F,19,1584,47.4,780,641,925,18.89
F,20,1650,58.4,872,740,950,21.45
M,17,1793,68.9,872,789,922,21.43
M,19,1776,63.3,872,717,881,20.07
M,16,1808,75.3,912,812,995,23.04
M,41,1780,80.0,1030,859,990,25.25
F,47,1540,63.8,948,900,980,26.9
F,60,1545,63.9,1002,940,950,26.77
M,17,1805,108.9,1114,1137,1116,33.43
M,17,1783,71.0,891,766,955,22.33
F,56,1620,56.3,880,825,895,21.45
M,19,1816,68.8,885,746,930,20.86
F,48,1524,60.4,941,835,971,26.01
M,30,1880,100.3,1011,973,1120,28.38
M,37,1773,100.7,1082,980,1095,32.03
F,17,1621,53.5,860,680,898,20.36
M,16,1811,65.3,835,730,900,19.91
F,36,1655,53.4,810,720,918,19.5
M,29,1750,71.2,890,774,930,23.25
F,23,1655,57.3,842,715,932,20.92
F,19,1558,56.5,875,731,959,23.28
M,52,1713,65.1,930,822,914,22.19
M,39,1691,69.0,978,779,921,24.13
M,18,1791,63.8,851,740,910,19.89
M,33,1801,91.6,1026,979,1029,28.24
M,20,1765,67.1,898,765,945,21.54
M,34,1670,55.7,839,745,888,19.97
F,52,1539,53.5,880,775,886,22.59
F,41,1572,53.4,825,695,945,21.61
F,16,1572,56.9,883,735,945,23.03
F,36,1626,57.9,857,715,930,21.9
F,60,1535,59.2,954,835,955,25.12
F,40,1644,49.8,815,740,910,18.43
F,45,1529,53.8,860,695,920,23.01
F,28,1598,43.7,768,628,845,17.11
F,16,1664,69.2,904,762,992,24.99
F,19,1648,55.6,800,771,912,20.47
M,19,1581,59.4,1000,748,885,23.76
M,16,1800,67.9,895,720,953,20.96
F,17,1600,54.2,820,670,890,21.17
M,19,1788,59.7,820,688,875,18.67
M,66,1541,55.2,865,814,884,23.25
F,65,1526,65.4,1006,922,991,28.08
F,21,1618,58.7,868,800,995,22.42
M,41,1705,71.5,978,875,926,24.6
F,37,1572,61.1,915,820,948,24.72
F,38,1574,63.0,954,805,956,25.43
M,34,1703,99.5,1110,1083,1085,34.31
M,20,1779,54.2,833,673,857,17.13
F,16,1569,59.8,874,740,971,24.29
F,26,1596,45.0,750,605,860,17.67
M,17,1743,63.1,851,695,935,20.77
M,33,1835,101.1,1072,968,1065,30.02
M,51,1750,90.6,1065,1018,1038,29.58
F,21,1703,69.8,907,825,1010,24.07
M,20,1806,86.0,1003,908,1020,26.37
M,57,1610,74.0,986,940,956,28.55
F,17,1621,71.8,980,811,1046,27.32
M,19,1784,60.8,835,681,881,19.1
F,59,1523,47.6,882,773,852,20.52
M,56,1605,64.9,945,810,885,25.19
F,48,1543,63.3,964,879,955,26.59
M,16,1704,74.3,942,772,968,25.59
M,47,1725,79.5,965,874,981,26.72
F,33,1570,55.5,852,760,955,22.52
M,29,1713,64.7,900,840,928,22.05
M,27,1708,67.7,885,771,935,23.21
M,25,1755,72.7,907,764,958,23.6
F,18,1688,52.5,795,676,904,18.43
M,57,1820,79.8,1026,947,940,24.09
M,52,1671,72.2,964,886,960,25.86
M,19,1739,55.7,833,688,880,18.42
F,18,1565,46.3,810,625,858,18.9
F,26,1582,52.5,802,682,945,20.98
M,25,1727,79.2,983,906,1022,26.55
F,51,1560,56.6,961,831,914,23.26
F,43,1584,55.4,774,703,965,22.08
F,44,1524,55.5,832,724,970,23.9
F,48,1576,56.3,900,768,951,22.67
F,18,1596,52.3,795,665,927,20.53
M,30,1745,93.7,1021,978,1070,30.77
M,22,1712,64.0,881,750,901,21.84
M,20,1685,71.5,890,820,985,25.18
M,16,1724,55.1,820,687,853,18.54
F,35,1505,51.2,780,721,915,22.6
M,40,1700,49.7,790,685,831,17.2
M,16,1756,87.9,972,882,1047,28.51
M,31,1689,67.5,892,814,938,23.66
F,33,1558,61.5,934,864,940,25.34
F,30,1666,52.7,872,771,885,18.99
M,68,1730,72.9,932,917,950,24.36
M,19,1678,53.1,861,650,812,18.86
M,34,1678,92.1,1017,1005,1065,32.71
F,37,1495,46.2,814,670,855,20.67
M,17,1611,72.5,951,900,1000,27.93
F,28,1494,45.7,762,660,889,20.47
F,19,1526,48.2,755,680,890,20.7
M,62,1687,77.0,972,895,995,27.06
F,21,1627,53.7,832,721,911,20.29
F,17,1652,60.7,830,741,940,22.24
F,20,1540,59.4,921,778,967,25.05
M,32,1714,83.4,1035,892,1011,28.39
M,57,1722,74.4,985,840,980,25.09
F,18,1421,37.8,680,684,822,18.72
F,29,1538,58.1,910,751,961,24.56
F,23,1550,52.2,875,754,955,21.73
M,38,1704,66.6,910,823,951,22.94
M,26,1745,62.1,830,728,920,20.39
M,16,1710,57.6,802,694,893,19.7
F,18,1532,49.2,827,678,862,20.96
M,24,1684,45.1,762,635,835,15.9
F,39,1636,54.8,866,710,885,20.47
M,17,1732,55.3,807,713,878,18.43
F,47,1613,59.9,905,791,936,23.02
M,39,1707,75.5,965,883,966,25.91
F,42,1710,70.0,970,890,1004,23.94
F,17,1587,46.0,761,646,852,18.26
M,20,1776,65.6,860,745,931,20.8
M,25,1745,68.9,870,807,911,22.63
M,55,1675,67.3,945,818,902,23.99
F,28,1626,53.7,791,655,952,20.31
F,16,1578,52.1,795,630,895,20.92
F,19,1495,43.0,771,605,877,19.24
M,18,1717,66.1,895,742,928,22.42
M,23,1755,65.6,842,756,932,21.3
M,38,1865,107.5,1108,1038,1116,30.91
M,35,1748,67.4,870,781,950,22.06
F,43,1639,64.2,895,885,985,23.9
M,54,1643,70.7,976,884,948,26.19
M,42,1726,75.1,949,855,974,25.21
M,32,1670,65.5,905,821,914,23.49
M,47,1734,74.6,1000,895,926,24.81
F,53,1594,75.4,994,954,1110,29.68
F,17,1595,60.1,905,772,951,23.62
F,19,1594,58.3,845,712,964,22.95
M,18,1795,61.0,818,714,914,18.93
F,16,1604,53.2,808,695,940,20.68
F,59,1528,59.9,996,884,916,25.66
M,17,1744,50.8,801,645,850,16.7
M,19,1720,69.7,942,845,960,23.56
M,26,1785,81.1,950,840,1062,25.45
F,67,1570,64.5,997,940,915,26.17
M,23,1722,71.6,990,818,936,24.15
F,57,1625,68.4,985,945,1000,25.9
M,30,1663,68.2,938,840,937,24.66
F,17,1575,43.6,710,710,845,17.58
M,16,1665,71.4,949,842,951,25.76
M,53,1750,66.5,896,814,918,21.71
M,26,1750,83.0,1035,858,1001,27.1
M,32,1816,82.4,951,851,1029,24.99
M,42,1668,68.4,932,835,950,24.58
F,67,1530,58.7,922,868,981,25.08
M,51,1704,79.2,975,918,947,27.28
M,20,1750,85.0,980,913,1050,27.76
F,55,1484,57.9,928,881,941,26.29
M,21,1746,60.3,850,710,890,19.78
F,21,1532,48.1,820,681,861,20.49
M,17,1710,69.2,888,795,980,23.67
M,49,1691,92.2,1080,1068,1047,32.24
M,40,1671,74.9,936,865,978,26.82
M,17,1716,55.9,792,696,885,18.98
F,20,1580,43.8,750,610,821,17.55
M,24,1770,78.1,955,885,1027,24.93
F,16,1544,50.3,816,685,911,21.1
F,33,1525,48.1,820,680,905,20.68
M,17,1728,70.0,900,785,951,23.44
F,19,1564,56.2,885,780,934,22.98
M,57,1700,71.0,921,865,944,24.57
F,18,1565,48.6,808,675,909,19.84
F,17,1558,53.7,841,680,900,22.12
F,33,1601,51.1,822,705,890,19.94
F,16,1594,52.8,821,665,914,20.78
M,50,1720,75.7,977,858,969,25.59
M,19,1750,66.4,895,742,894,21.68
M,29,1725,85.7,1055,950,1020,28.8
F,17,1626,54.3,840,700,915,20.54
M,19,1625,56.0,840,718,875,21.21
F,17,1546,50.7,825,661,893,21.21
M,34,1736,74.5,968,830,960,24.72
M,21,1720,53.7,796,676,862,18.15
F,53,1514,66.3,1030,960,956,28.92
M,33,1786,74.7,948,872,978,23.42
F,29,1632,56.6,870,706,902,21.25
M,19,1781,60.1,819,718,886,18.95
F,51,1522,69.1,1021,894,980,29.83
F,30,1628,75.2,1027,912,1080,28.37
M,39,1783,67.3,901,800,936,21.17
M,57,1710,68.1,930,868,926,23.29
F,51,1469,53.5,915,770,895,24.79
F,38,1572,57.1,898,752,898,23.11
M,34,1736,77.9,928,839,979,25.85
M,20,1718,74.2,960,835,961,25.14
F,33,1613,53.9,830,696,937,20.72
F,18,1678,53.4,786,645,945,18.97
M,29,1688,57.4,841,750,862,20.14
M,19,1680,66.5,845,765,941,23.56
F,19,1623,67.1,929,820,1002,25.47
M,16,1655,71.5,895,815,1000,26.1
F,18,1606,55.1,841,714,941,21.36
M,19,1768,69.8,876,818,963,22.33
F,34,1616,45.2,731,640,855,17.31
M,17,1783,65.5,920,728,909,20.6
M,19,1674,102.7,1109,1132,1186,36.65
M,19,1720,60.0,845,705,892,20.28
M,19,1766,71.9,945,766,960,23.05
M,17,1795,53.6,878,709,895,16.64
F,18,1580,88.8,1222,1116,1100,35.57
M,54,1729,80.7,1020,966,1020,27.0
M,34,1728,83.7,1033,950,1010,28.03
M,59,1726,75.5,1003,932,990,25.34
F,16,1592,57.7,870,730,950,22.77
F,61,1490,56.1,970,845,915,25.27
M,16,1773,65.4,830,701,930,20.8
M,57,1540,56.2,892,833,844,23.7
M,51,1710,75.2,972,895,988,25.72
M,19,1844,78.6,915,840,991,23.12
F,26,1642,54.2,845,736,925,20.1
F,61,1615,57.8,920,779,891,22.16
M,18,1777,68.5,905,760,925,21.69
F,16,1569,47.4,730,645,931,19.25
F,51,1580,54.4,925,782,912,21.79
F,17,1545,47.5,803,670,875,19.9
M,40,1790,95.2,1045,990,1025,29.71
F,17,1469,47.2,789,662,910,21.87
M,38,1726,73.3,961,818,950,24.6
F,42,1601,52.9,820,715,900,20.64
M,32,1712,90.1,1090,986,1011,30.74
F,49,1546,49.4,870,695,861,20.67
M,19,1685,99.0,1150,1040,992,34.87
F,25,1681,53.1,857,710,875,18.79
F,60,1530,62.8,1061,912,905,26.83
M,22,1710,65.5,890,776,926,22.4
F,45,1570,53.6,823,731,945,21.75
F,26,1676,61.1,890,801,942,21.75
F,22,1580,43.6,770,620,841,17.47
F,16,1617,44.9,745,635,846,17.17
M,34,1701,75.8,940,900,965,26.2
M,23,1785,79.3,1005,830,1041,24.89
F,16,1644,64.0,905,715,980,23.68
F,37,1472,47.5,830,776,915,21.92
F,18,1655,52.9,790,675,905,19.31
M,42,1729,62.9,873,755,900,21.04
F,28,1668,55.8,800,680,931,20.06
M,38,1750,80.1,992,877,1010,26.16
F,55,1619,69.2,995,922,1039,26.4
F,16,1545,47.7,805,690,880,19.98
F,31,1620,64.0,893,795,1001,24.39
F,38,1621,55.5,895,760,937,21.12
F,16,1575,60.1,901,753,1009,24.23
F,19,1617,59.0,857,722,983,22.56
F,22,1631,56.9,852,740,944,21.39
M,20,1663,63.6,860,805,933,23.0
F,56,1607,61.5,986,905,931,23.81
M,63,1752,82.5,1010,988,1001,26.88
F,59,1485,52.7,875,776,920,23.9
F,54,1570,51.8,882,775,886,21.02
M,40,1709,63.1,845,736,921,21.6
M,19,1810,71.3,906,760,946,21.76
F,21,1622,69.1,928,796,1020,26.26
F,17,1470,54.5,891,715,930,25.22
M,23,1839,76.4,929,789,1005,22.59
F,16,1594,58.8,884,765,946,23.14
F,53,1580,60.6,981,810,920,24.27
F,48,1576,57.8,945,825,905,23.27
M,19,1720,59.1,880,710,848,19.98
M,53,1726,71.8,978,805,912,24.1
F,20,1637,45.3,750,590,850,16.9
F,18,1578,54.6,857,714,940,21.93
M,16,1794,59.0,805,685,873,18.33
M,21,1730,64.7,905,750,940,21.62
F,27,1660,63.2,880,772,985,22.94
F,31,1640,76.0,1041,895,1070,28.26
M,26,1678,68.7,944,788,964,24.4
F,31,1608,71.3,1025,855,994,27.58
F,25,1645,64.1,872,761,980,23.69
F,30,1571,50.4,820,695,880,20.42
M,31,1626,57.5,885,778,885,21.75
F,27,1572,54.0,819,740,920,21.85
F,16,1549,58.8,861,751,956,24.51
F,18,1546,42.7,760,666,855,17.87
M,23,1718,68.2,928,778,959,23.11
F,55,1536,58.9,935,876,935,24.97
M,20,1821,,931,762,942,
F,16,1643,55.4,825,659,955,20.52
F,37,1596,50.6,860,715,872,19.86
F,34,1579,59.0,905,836,945,23.66
F,54,1579,57.5,855,762,955,23.06
F,65,1466,48.2,824,750,921,22.43
F,16,1546,43.4,740,604,845,18.16
M,41,1770,76.3,975,827,976,24.35
F,44,1600,56.2,865,715,941,21.95
M,18,1760,61.4,849,760,894,19.82
M,26,1708,59.2,895,712,894,20.29
F,34,1535,58.0,940,805,925,24.62
M,26,1732,63.1,921,736,930,21.03
F,25,1616,80.1,995,890,1081,30.67
M,34,1768,81.3,976,886,1000,26.01
M,17,1711,93.8,1052,993,1085,32.04
F,17,1686,52.7,775,640,910,18.54
F,18,1570,57.5,880,798,960,23.33
F,50,1619,78.0,985,930,1034,29.76
M,41,1734,84.9,1018,915,1011,28.24
F,18,1640,61.9,890,730,985,23.01
M,26,1728,82.1,1037,909,1045,27.5
F,21,1658,69.4,960,775,1021,25.25
F,56,1562,54.1,874,801,897,22.17
M,19,1721,89.9,1090,935,1069,30.35
M,56,1706,71.3,935,865,921,24.5
M,36,1733,93.8,1062,995,1069,31.23
M,33,1663,75.7,1002,890,985,27.37
F,47,1584,59.2,948,792,923,23.59
F,18,1585,43.8,760,600,860,17.43
F,37,1580,46.7,808,715,846,18.71
F,17,1595,50.4,793,669,883,19.81
F,60,1620,60.0,905,785,976,22.86
F,57,1601,62.0,922,830,955,24.19
F,17,1604,62.1,885,711,966,24.14
F,19,1619,54.6,815,693,966,20.83
F,39,1539,64.6,991,900,942,27.27
M,32,1735,81.6,995,885,970,27.11
M,21,1755,60.9,845,692,907,19.77
F,38,1598,63.8,907,800,966,24.98
F,16,1646,57.3,840,684,947,21.15
F,40,1546,60.9,965,860,921,25.48
F,61,1549,58.9,907,830,936,24.55
F,20,1550,44.0,725,635,841,18.31
F,21,1725,49.8,786,651,890,16.74
M,45,1729,78.6,964,870,952,26.29
F,20,1678,58.5,866,699,950,20.78
F,35,1496,78.6,1075,981,1010,35.12
M,29,1775,86.9,1037,837,1030,27.58
F,19,1553,52.6,845,709,920,21.81
F,60,1580,52.0,810,701,930,20.83
F,45,1539,47.4,800,750,880,20.01
M,33,1770,72.4,973,812,943,23.11
F,33,1688,56.8,833,656,895,19.93
F,33,1640,81.3,1030,866,1077,30.23
M,41,1725,86.4,1053,945,1021,29.04
F,36,1534,47.6,817,705,857,20.23
F,21,1576,57.4,879,757,956,23.11
M,17,1795,59.6,850,680,885,18.5
F,19,1687,76.6,964,832,1045,26.92
F,37,1550,62.6,935,821,942,26.06
F,18,1638,57.2,861,704,932,21.32
F,16,1648,48.0,744,623,840,17.67
F,17,1645,73.6,955,821,1062,27.2
F,36,1645,62.9,905,789,980,23.24
M,27,1698,69.6,964,840,945,24.14
F,35,1656,67.5,1044,811,955,24.61
F,19,1634,53.0,750,714,951,19.85
F,35,1635,51.0,825,690,880,19.08
M,24,1784,78.0,998,835,974,24.51
M,35,1876,86.4,975,895,1038,24.55
M,28,1708,68.5,926,803,960,23.48
M,20,1665,50.5,785,700,840,18.22
F,63,1595,64.9,981,872,963,25.51
F,55,1511,66.8,1005,981,979,29.26
M,17,1725,65.3,960,712,905,21.94
F,51,1545,46.9,792,678,841,19.65
F,66,1545,65.7,955,950,999,27.52
F,35,1599,53.8,850,742,900,21.04
F,57,1519,46.8,821,765,885,20.28
M,26,1639,72.5,959,826,985,26.99
F,18,1652,59.7,855,682,955,21.88
F,28,1656,91.4,1125,997,1101,33.33
F,68,1536,72.3,1085,1051,1005,30.64
M,25,1777,69.6,859,795,931,22.04
M,20,1694,74.7,962,823,1003,26.03
F,18,1560,61.2,895,813,970,25.15
F,55,1540,62.3,985,865,925,26.27
M,16,1710,62.0,845,710,902,21.2
M,38,1700,79.6,1000,880,958,27.54
F,20,1549,44.4,771,611,825,18.5
M,20,1758,71.3,907,805,985,23.07
F,20,1720,63.3,835,714,930,21.4
M,51,1726,66.6,925,849,916,22.36
F,16,1616,47.0,765,645,901,18.0
M,21,1667,67.5,883,796,946,24.29
M,24,1673,52.3,781,650,856,18.69
F,17,1638,51.1,835,635,895,19.05
M,24,1577,74.8,995,900,990,30.08
F,63,1638,82.4,840,755,957,30.71
F,35,1607,56.4,882,727,920,21.84
M,17,1830,68.4,960,740,935,20.42
M,27,1710,76.2,967,881,986,26.06
M,19,1819,87.3,1003,870,1064,26.38
F,21,1618,55.1,820,660,925,21.05
F,17,1595,53.3,821,685,925,20.95
M,45,1762,70.1,954,892,974,22.58
M,31,1682,69.3,945,800,955,24.5
M,21,1835,74.6,945,780,966,22.15
M,43,1710,70.0,902,855,935,23.94
F,16,1581,49.6,752,617,918,19.84
M,17,1806,74.0,880,793,986,22.69
M,18,1660,61.7,857,750,911,22.39
F,34,1568,58.0,876,775,970,23.59
F,42,1620,65.8,955,813,989,25.07
F,16,1525,50.0,839,690,897,21.5
F,44,1659,45.6,845,710,876,16.57
F,24,1573,47.5,780,664,895,19.2
M,20,1777,79.1,994,867,1005,25.05
F,19,1577,52.9,792,711,946,21.27
F,66,1515,52.1,900,848,902,22.7
F,18,1482,40.8,746,580,835,18.58
F,20,1606,49.7,763,613,892,19.27
F,29,1644,50.3,761,700,861,18.61
M,35,1683,76.9,943,900,980,27.15
F,58,1472,52.0,884,825,910,24.0
M,33,1733,71.2,926,894,1011,23.71
F,38,1440,42.8,857,671,801,20.64
F,48,1523,50.7,791,721,972,21.86
F,36,1533,56.0,840,725,941,23.83
M,46,1690,72.9,990,865,925,25.52
F,29,1650,69.6,935,816,1000,25.56
F,16,1615,57.6,831,684,941,22.08
M,23,1785,90.4,1020,975,1025,28.37
F,20,1499,69.9,1031,1021,1052,31.11
F,17,1616,62.0,849,760,1004,23.74
F,35,1667,56.6,840,711,894,20.37
F,54,1547,54.7,871,820,871,22.86
M,28,1845,71.8,940,777,960,21.09
M,43,1743,88.0,1088,990,1015,28.97
M,38,1633,64.8,847,810,904,24.3
F,43,1558,51.1,861,751,900,21.05
M,18,1780,60.8,850,691,885,19.19
M,22,1780,75.1,961,775,976,23.7
M,19,1744,69.1,890,754,929,22.72
M,17,1705,58.1,860,740,890,19.99
M,22,1670,66.2,884,812,885,23.74
M,18,1745,57.2,825,693,880,18.78
F,16,1571,39.8,705,600,818,16.13
F,22,1595,110.1,1241,1080,1312,43.28
M,27,1696,76.2,950,835,965,26.49
M,19,1734,74.0,941,804,971,24.61
M,27,1670,92.1,1078,1085,1074,33.02
M,21,1701,58.2,854,725,873,20.11
F,18,1694,67.1,909,724,998,23.38
F,46,1542,52.5,815,727,922,22.08
M,22,1795,75.5,945,740,971,23.43
M,26,1741,77.2,970,887,957,25.47
M,17,1685,66.8,875,760,955,23.53
M,17,1652,52.5,770,667,882,19.24
M,17,1752,61.4,810,695,865,20.0
F,46,1553,60.2,894,820,945,24.96
F,49,1563,61.6,895,808,960,25.22
F,19,1602,52.4,819,689,919,20.42
F,51,1597,57.7,881,780,955,22.62
F,46,1520,68.2,996,880,1025,29.52
F,21,1656,46.2,730,645,842,16.85
M,28,1695,69.2,900,783,970,24.09
M,17,1694,70.1,995,825,940,24.43
M,18,1680,54.8,800,665,890,19.42
F,55,1518,55.8,960,830,890,24.22
F,35,1529,51.5,804,701,926,22.03
F,34,1591,57.6,869,728,932,22.76
F,21,1595,54.6,833,750,939,21.46
M,32,1820,90.3,995,930,1054,27.26
F,32,1603,47.7,796,652,845,18.56
F,38,1549,79.3,1075,1030,1061,33.05
M,38,1662,81.3,983,936,997,29.43
M,26,1609,56.9,892,775,880,21.98
F,16,1620,58.2,890,708,935,22.18
F,19,1588,46.9,776,667,900,18.6
