gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
M,40,1746,85.3,980,929,1000
M,55,1688,64.1,904,810,907
M,16,1751,63.9,825,763,945
M,16,1843,84.2,915,840,1041
F,50,1557,52.4,843,726,929
M,22,1750,60.7,853,725,890
M,42,1789,77.0,935,821,965
M,18,1663,64.4,870,774,936
F,37,1574,57.0,936,790,940
F,46,1563,51.8,844,715,895
F,49,1560,60.7,906,850,892
M,16,1805,76.6,920,790,990
F,29,1639,56.2,830,715,965
M,18,1776,68.4,885,791,953
F,63,1566,62.4,951,852,942
M,21,1780,83.1,965,848,1032
F,49,1544,61.1,950,791,964
F,33,1613,56.2,860,750,955
F,19,1616,66.7,902,802,1005
F,18,1614,67.4,885,761,1043
M,35,1803,78.1,933,788,975
F,24,1541,40.5,740,597,850
F,62,1604,56.6,918,810,906
M,25,1778,75.4,918,790,973
F,53,1567,52.6,863,711,910
M,32,1670,68.4,993,840,910
M,20,1601,59.9,836,767,903
M,16,1576,53.2,817,675,861
M,22,1785,71.9,925,780,968
F,17,1569,41.4,710,612,830
M,21,1720,67.4,915,775,946
M,17,1624,51.6,781,720,871
F,16,1543,58.4,945,745,950
F,16,1601,48.5,775,645,880
M,30,1774,63.7,887,770,925
M,37,1671,61.1,905,743,890
M,19,1814,89.7,985,878,1037
M,28,1795,71.9,867,800,1004
F,35,1569,50.0,876,690,903
M,19,1775,65.3,851,750,917
M,17,1744,68.8,920,767,960
M,29,1780,65.0,827,781,910
F,49,1545,60.4,964,805,921
M,27,1683,56.6,835,689,834
M,27,1708,69.2,941,770,941
F,30,1723,58.9,810,715,944
F,60,1604,58.8,919,885,907
M,29,1708,66.9,895,805,960
M,16,1763,60.3,833,726,910
M,48,1709,66.7,1033,973,995
M,17,1723,75.1,942,784,978
M,18,1721,59.4,801,685,865
M,26,1767,84.6,980,909,982
F,65,1529,62.9,1002,970,933
M,49,1541,59.7,903,845,882
M,18,1736,87.6,1026,888,995
F,33,1624,48.1,754,650,864
F,16,1541,43.3,752,656,827
F,19,1531,49.9,871,635,878
M,17,1666,55.5,806,705,875
M,49,1702,67.7,920,824,924
F,37,1764,80.4,986,902,1078
F,39,1613,46.6,767,663,861
M,16,1754,58.0,805,686,861
F,50,1520,56.0,905,802,931
M,19,1718,63.1,860,728,900
M,19,1670,66.1,874,777,945
M,20,1626,71.3,870,894,1005
M,58,1624,64.4,898,825,865
F,30,1642,68.7,910,825,1042
M,21,1758,72.5,920,851,975
F,31,1566,53.8,868,740,915
M,18,1684,66.9,897,747,931
M,24,1855,77.4,970,808,980
F,18,1513,48.9,782,724,894
F,38,1556,49.5,771,680,891
F,39,1640,62.7,921,780,956
F,26,1603,79.6,1082,870,1105
M,52,1693,62.6,924,770,890
F,18,1575,46.4,794,691,875
F,31,1663,53.9,815,695,927
M,33,1715,85.6,1001,940,1020
F,33,1570,50.3,810,655,892
M,20,1858,76.6,938,832,980
M,24,1674,68.7,940,865,932
F,28,1590,60.3,865,742,975
F,23,1679,63.0,900,752,973
M,21,1704,69.2,970,780,935
F,18,1644,59.6,871,704,930
F,52,1510,55.0,895,816,915
F,33,1622,51.2,835,700,892
F,36,1610,70.3,1014,974,995
M,26,1816,81.8,970,860,1035
F,35,1657,54.7,820,680,935
F,66,1554,62.9,1045,950,930
M,32,1776,94.3,1004,1012,1061
M,26,1835,85.9,1001,860,1051
F,35,1586,46.9,802,721,882
M,42,1707,74.2,960,780,990
F,20,1574,44.6,730,630,881
M,26,1756,56.3,809,675,895
M,46,1693,65.8,925,771,920
M,19,1580,52.9,824,719,875
M,16,1676,66.5,888,764,923
F,16,1564,54.1,798,720,932
F,17,1570,44.2,746,590,857
F,58,1492,57.3,945,862,921
M,22,1851,81.9,981,846,1004
M,26,1624,56.4,880,730,852
M,18,1724,76.0,943,835,1005
M,36,1690,66.9,938,800,937
F,32,1549,41.4,755,604,850
F,42,1619,61.4,922,832,974
F,49,1522,61.7,1008,848,966
M,59,1734,64.3,915,760,902
F,27,1630,55.6,814,682,930
F,38,1670,63.3,927,825,921
F,16,1683,61.7,835,690,970
F,47,1543,60.2,915,795,975
M,16,1666,53.7,780,683,846
M,33,1792,71.9,965,800,945
F,17,1609,51.5,845,705,910
M,41,1751,72.5,940,870,970
F,23,1715,70.6,965,807,1035
M,30,1660,65.7,895,750,930
M,22,1725,80.9,1011,871,1016
M,24,1820,69.0,875,735,935
M,18,1691,98.5,1081,1025,1104
F,60,1504,57.2,966,855,960
F,59,1431,48.2,849,754,871
F,35,1670,56.1,862,778,951
M,54,1683,71.3,946,866,938
M,33,1763,73.7,917,795,935
M,25,1818,74.8,932,755,945
F,16,1625,50.3,836,661,884
M,16,1701,72.7,908,810,987
M,16,1733,61.1,831,707,875
F,39,1685,67.9,945,882,1018
F,41,1518,64.3,955,910,967
M,32,1675,62.0,878,769,900
M,32,1745,64.3,937,727,915
M,42,1750,80.0,1015,920,1010
F,64,1552,62.6,983,915,898
M,37,1744,83.6,987,897,1021
F,17,1640,45.1,750,596,870
M,44,1671,74.0,1015,835,998
M,19,1773,85.2,1025,915,1011
M,63,1609,64.5,930,880,918
F,24,1725,63.8,925,804,924
F,17,1587,59.3,865,698,952
M,47,1782,77.9,1002,901,969
F,63,1498,52.4,891,794,880
F,49,1580,54.3,900,750,905
M,17,1736,74.8,922,800,998
F,58,1534,56.2,855,770,955
F,56,1494,45.9,817,722,872
F,18,1599,61.8,846,768,1000
M,35,1708,60.7,856,727,900
M,22,1669,72.0,974,840,943
F,17,1687,73.3,954,909,1054
F,30,1697,57.5,847,717,949
F,16,1560,50.1,845,683,885
M,56,1669,61.7,894,828,885
F,36,1700,58.0,795,685,953
F,37,1677,78.3,1024,920,1041
F,31,1541,51.7,830,704,936
F,46,1620,64.1,905,795,920
F,38,1564,59.3,852,791,1000
M,57,1701,76.8,1033,893,1021
F,24,1561,47.0,773,620,870
M,20,1779,79.0,971,857,1015
M,25,1800,79.8,958,823,1015
F,28,1631,58.1,835,683,925
F,53,1620,58.7,845,760,964
M,16,1730,67.7,905,755,957
F,38,1557,51.8,792,713,888
M,29,1734,85.2,1026,864,1041
M,38,1764,80.4,985,884,1040
M,25,1736,72.1,924,819,964
M,32,1783,84.9,1015,956,1036
F,59,1568,63.2,974,868,930
M,18,1680,51.8,793,652,840
M,32,1725,68.7,920,794,924
M,17,1799,63.0,799,710,899
F,31,1556,78.1,1002,995,1115
M,58,1737,71.8,914,850,955
F,58,1560,56.3,850,770,944
F,16,1590,47.1,780,651,866
M,16,1780,63.5,823,756,936
M,17,1697,52.9,800,650,870
M,25,1701,72.3,947,812,942
F,37,1578,60.4,928,807,898
F,38,1478,44.9,830,725,880
M,30,1742,81.0,941,880,999
M,20,1827,74.1,865,760,985
F,18,1646,52.5,872,735,922
F,21,1517,47.5,795,655,905
M,36,1700,74.5,921,869,960
F,32,1591,56.2,868,760,936
M,17,1653,49.6,748,609,802
F,34,1657,54.2,791,735,914
F,26,1573,57.0,881,740,1005
F,56,1550,58.3,921,806,940
F,20,1629,70.2,925,804,1061
M,64,1664,84.6,1038,1020,1022
F,19,1570,51.3,817,718,913
F,33,1597,66.3,925,815,1015
F,20,1591,59.4,922,748,965
M,27,1708,63.8,908,736,911
F,24,1650,44.8,773,610,870
M,40,1700,60.6,872,746,891
F,16,1633,49.7,818,635,880
M,20,1744,57.9,865,698,869
F,22,1555,51.5,830,675,910
F,16,1604,45.4,735,610,852
M,16,1637,73.5,953,912,1015
M,24,1685,70.0,923,868,960
M,17,1693,62.8,889,724,938
M,20,1788,60.3,825,718,870
M,19,1620,63.0,865,770,920
F,59,1563,45.6,842,781,836
M,38,1738,72.4,906,850,951
F,22,1591,50.6,806,672,875
F,16,1640,53.1,805,670,912
M,38,1673,77.9,1014,918,995
F,37,1597,67.8,1001,865,986
F,22,1624,66.1,920,775,1030
M,22,1685,61.9,870,705,920
M,16,1705,62.7,905,730,900
M,36,1745,83.6,1000,888,1010
M,45,1647,64.1,828,801,910
F,43,1522,45.8,782,680,870
M,39,1750,76.5,938,898,990
F,45,1558,59.8,978,795,900
M,36,1671,68.2,911,894,946
F,47,1530,72.6,1085,980,951
M,17,1799,92.9,975,864,1080
M,16,1696,51.4,762,650,850
F,55,1507,58.4,921,835,930
M,53,1684,64.8,908,789,929
M,31,1812,76.4,914,825,996
M,30,1716,66.8,945,831,935
F,17,1528,41.5,825,615,851
F,16,1563,55.6,852,712,925
F,66,1526,55.1,935,846,861
M,21,1620,54.1,782,720,892
M,23,1843,77.5,945,827,999
F,23,1687,61.4,855,742,962
M,29,1719,88.1,1064,921,1009
F,58,1485,52.6,875,774,872
M,16,1696,60.0,808,715,854
F,39,1579,56.9,921,800,941
F,51,1584,51.4,925,780,838
M,22,1696,63.4,871,727,930
M,16,1672,66.6,865,743,917
F,16,1635,69.7,945,753,1028
F,17,1624,51.8,841,791,901
M,18,1649,63.4,804,750,940
M,34,1702,67.7,906,771,935
M,35,1630,56.5,835,735,870
M,39,1658,65.7,913,784,915
F,18,1478,41.7,770,606,808
F,29,1550,53.9,855,721,920
M,26,1702,61.8,876,704,868
M,21,1835,73.7,905,798,955
M,16,1715,52.6,805,666,857
M,30,1835,94.0,1084,950,995
F,19,1580,85.6,1045,1020,1135
M,20,1754,61.1,865,675,909
F,54,1565,69.4,1036,875,970
M,17,1665,68.0,891,835,932
M,19,1746,65.8,875,715,906
F,39,1634,54.7,830,763,849
F,25,1756,79.7,970,840,1100
M,34,1680,79.1,1010,937,990
M,34,1698,71.0,1010,820,915
M,39,1677,65.7,930,820,926
F,18,1618,83.7,1159,945,1053
F,39,1605,59.3,913,776,970
M,26,1729,69.8,914,802,958
M,45,1674,84.9,1015,943,1040
F,17,1545,50.8,831,700,875
F,68,1518,67.9,1021,1014,995
F,20,1584,58.2,905,746,960
M,17,1761,66.1,845,734,960
M,61,1681,83.1,1104,983,993
F,30,1635,52.2,791,651,899
M,34,1861,102.0,1083,1052,1095
M,26,1640,55.1,862,685,892
F,35,1631,69.0,1018,892,970
M,32,1733,65.3,886,723,940
F,19,1568,45.3,738,621,850
M,20,1755,80.1,1026,860,966
M,22,1688,70.8,925,790,945
F,16,1676,56.7,835,680,941
M,50,1766,80.6,932,904,999
F,19,1470,59.8,951,871,1005
F,16,1606,61.6,875,740,945
M,23,1624,55.5,856,676,856
F,34,1669,63.9,960,825,926
F,61,1518,46.3,786,700,859
M,30,1783,63.6,845,805,930
M,46,1735,86.1,1006,945,1014
F,33,1532,47.1,780,670,883
F,50,1588,59.9,901,775,951
F,26,1727,53.2,798,650,880
M,49,1721,77.3,930,894,990
M,32,1768,89.0,1022,920,1055
F,19,1660,79.0,1011,885,1081
M,59,1610,54.0,866,758,858
M,58,1651,56.5,843,758,860
F,34,1596,57.4,860,805,952
M,25,1739,72.8,928,839,972
F,16,1512,50.1,895,662,882
F,55,1487,48.4,870,740,835
M,16,1740,76.7,935,850,990
M,21,1718,64.4,873,740,915
M,17,1703,72.4,910,808,952
M,18,1725,58.1,812,697,873
F,61,1543,56.6,900,790,912
M,22,1765,69.8,910,769,945
F,54,1484,58.0,925,840,903
M,19,1769,87.6,1000,930,1040
F,19,1589,50.7,772,720,904
M,44,1596,53.9,850,771,860
M,30,1675,64.8,880,793,921
M,68,1684,51.7,922,755,816
F,19,1593,50.6,785,641,935
F,18,1572,50.7,843,666,936
F,42,1610,46.9,825,675,853
M,37,1675,74.8,930,885,1007
F,38,1625,59.0,867,750,958
F,18,1570,43.7,746,643,881
M,36,1775,83.0,975,895,1005
F,21,1606,64.4,915,770,995
F,18,1491,58.9,880,790,983
F,28,1553,43.3,750,636,886
M,29,1810,83.4,987,910,998
M,17,1835,58.6,811,655,887
M,18,1744,78.5,911,804,1011
M,60,1704,73.5,965,891,899
M,45,1706,63.9,945,780,890
F,51,1479,58.8,929,790,940
F,34,1635,48.3,830,663,860
M,59,1668,70.8,915,858,918
M,45,1706,66.7,870,805,914
F,53,1472,56.0,942,845,905
M,35,1691,81.6,1039,870,969
F,52,1601,61.7,899,845,954
M,19,1728,57.7,835,705,888
F,68,1469,53.9,928,780,884
M,53,1733,88.8,1041,1047,1030
M,32,1761,88.4,984,912,1051
F,23,1470,47.4,800,630,860
M,35,1664,66.2,905,823,935
M,23,1710,76.7,964,855,1000
F,56,1530,58.7,970,825,946
M,17,1685,47.8,774,634,825
M,50,1671,68.0,927,852,928
F,16,1539,49.0,815,696,885
F,30,1622,54.5,835,721,934
F,20,1620,74.6,974,815,1064
F,47,1520,72.2,1050,975,1032
M,39,1703,68.5,938,830,935
M,17,1735,64.3,845,720,923
M,19,1720,64.7,877,796,917
F,32,1716,68.9,930,841,1012
F,60,1531,61.3,930,870,940
F,34,1740,50.6,801,625,884
M,18,1807,125.3,1257,1198,1217
F,60,1499,61.8,1025,881,941
M,37,1795,91.9,1050,880,1032
M,17,1757,73.1,885,785,980
M,28,1804,76.1,935,806,985
F,26,1539,44.3,756,620,851
F,36,1628,54.6,901,776,895
F,25,1598,56.8,860,695,928
F,18,1574,39.5,721,590,811
M,17,1794,76.6,913,796,1025
F,45,1560,58.5,915,716,937
F,31,1639,49.1,795,642,870
F,34,1641,53.1,876,774,889
M,39,1686,70.9,934,827,953
M,49,1713,79.4,1005,940,986
F,64,1573,65.1,935,900,945
F,16,1575,49.6,785,741,885
F,37,1587,63.1,927,850,935
F,43,1515,60.0,901,795,1023
F,17,1545,45.1,814,670,835
M,17,1668,51.8,775,670,830
M,26,1756,77.1,980,840,964
F,38,1664,67.7,945,816,970
M,25,1650,72.2,951,812,949
M,17,1688,56.8,795,699,870
M,29,1723,63.5,845,815,930
F,40,1526,41.5,751,595,835
F,17,1560,46.4,812,640,881
M,17,1805,67.8,870,733,925
M,17,1665,66.7,913,776,946
F,57,1476,54.2,975,884,900
F,39,1580,51.4,862,735,901
M,27,1833,85.2,1030,885,1016
M,18,1800,94.5,1052,946,1062
M,46,1683,64.1,872,865,930
M,16,1798,65.8,836,735,929
M,59,1638,62.2,913,805,906
F,59,1556,50.8,877,785,860
M,26,1674,70.7,972,851,972
F,60,1534,59.6,925,894,925
F,18,1530,71.3,1032,935,1015
M,34,1790,78.0,950,867,992
M,20,1695,60.9,842,732,885
F,19,1588,58.2,861,752,963
F,61,1505,53.9,852,814,925
F,35,1578,50.5,814,691,914
M,16,1789,71.9,942,785,991
M,44,1639,67.7,928,870,930
F,47,1545,67.3,1030,940,985
F,68,1535,66.3,1040,925,955
M,61,1671,67.5,965,876,909
F,23,1535,43.1,745,642,840
F,47,1566,61.8,881,876,961
F,41,1527,55.8,915,760,923
F,34,1593,55.6,880,780,911
F,43,1600,62.6,915,841,962
M,47,1683,83.0,1088,868,1014
F,28,1669,62.3,873,675,961
M,31,1627,63.9,918,812,925
F,30,1542,56.8,814,720,951
M,22,1711,72.8,955,861,965
M,17,1646,63.6,880,754,895
M,32,1663,72.8,958,856,957
F,42,1580,54.6,865,685,904
F,22,1613,56.4,850,701,899
M,25,1789,94.1,1057,1025,1071
M,27,1796,87.1,1006,923,1026
F,29,1561,49.5,774,693,912
M,17,1740,63.6,875,745,899
F,66,1524,48.6,850,761,873
M,18,1706,58.1,825,691,880
F,25,1524,44.8,760,651,854
F,64,1462,53.5,925,830,890
M,31,1825,78.5,921,870,1020
M,42,1680,72.4,990,824,940
M,18,1795,66.3,791,701,929
F,31,1602,49.1,815,704,871
F,66,1580,52.9,911,811,857
F,49,1654,63.9,916,776,978
F,58,1495,58.5,935,860,946
F,16,1553,53.5,826,699,911
F,25,1545,50.0,810,690,908
F,53,1510,47.5,843,723,860
M,51,1624,66.8,914,821,903
M,16,1628,56.5,770,699,882
F,45,1560,68.5,1042,965,965
F,68,1537,53.0,882,784,929
F,40,1582,72.8,1020,930,1028
M,26,1780,68.4,900,750,932
F,35,1604,51.8,818,710,899
M,17,1679,69.4,960,841,941
M,23,1876,73.4,898,764,947
M,65,1685,73.4,920,855,970
M,37,1711,69.1,928,726,923
F,36,1547,45.3,831,664,850
M,35,1804,76.9,950,834,985
F,30,1710,62.0,902,780,931
M,16,1774,69.4,877,760,966
M,19,1803,60.7,825,653,884
F,16,1632,62.9,872,734,982
M,65,1713,65.0,880,845,906
F,18,1594,52.1,765,642,944
M,19,1788,66.2,850,756,940
M,19,1695,64.9,852,790,956
F,49,1539,61.8,922,812,999
F,38,1620,44.8,735,633,832
M,59,1638,59.4,864,795,864
F,45,1605,54.2,904,801,899
M,44,1685,75.7,988,846,970
M,16,1765,56.4,768,650,891
M,21,1782,70.3,903,796,932
M,19,1726,68.3,857,747,914
M,20,1725,65.0,875,708,910
F,29,1644,51.2,762,655,905
M,25,1722,98.0,1108,1114,1028
F,38,1626,50.0,815,684,870
M,22,1761,70.6,910,780,958
F,17,1690,53.2,785,680,916
M,22,1760,60.6,870,747,898
F,23,1635,51.1,775,670,881
M,24,1758,93.7,1070,1012,1047
F,37,1611,62.0,888,776,968
F,32,1708,90.2,1055,953,1172
M,23,1764,79.4,994,855,992
M,17,1710,65.7,885,748,945
M,42,1711,82.0,1055,945,995
F,20,1526,42.4,754,630,840
M,17,1646,59.9,821,727,900
M,66,1670,66.3,914,845,900
F,25,1595,63.0,875,767,971
M,18,1686,46.7,750,610,810
F,27,1520,40.5,750,635,832
F,16,1621,53.0,808,677,910
F,32,1661,86.6,1123,1010,1099
M,24,1775,106.1,1130,1090,1115
M,32,1717,71.6,907,855,985
M,47,1734,60.0,875,748,915
M,19,1713,73.3,938,757,974
F,20,1580,57.7,850,711,990
F,62,1569,60.6,965,891,893
M,17,1624,77.1,912,884,1015
F,19,1591,60.3,890,858,956
M,25,1680,59.4,862,775,881
F,19,1540,52.6,885,705,905
F,19,1596,59.8,915,756,969
F,64,1494,55.0,922,855,956
F,55,1531,62.0,971,820,940
M,32,1740,73.1,932,792,930
F,66,1575,49.5,884,785,870
F,40,1500,58.5,915,778,970
F,19,1678,70.5,910,836,1003
M,17,1690,52.1,795,680,845
M,17,1690,65.4,825,741,964
F,39,1645,66.9,921,845,1041
M,44,1708,73.7,1015,823,960
M,42,1653,68.2,940,843,958
F,35,1515,63.4,915,836,991
F,20,1650,59.4,935,735,936
F,20,1593,60.5,880,788,969
F,25,1600,55.6,847,672,970
M,21,1730,63.7,855,755,925
M,22,1788,70.3,937,756,916
F,33,1579,55.3,862,725,935
F,45,1491,51.2,864,765,865
F,16,1592,54.3,826,610,900
M,17,1715,65.6,857,754,970
M,26,1731,73.8,924,828,954
F,16,1505,40.8,723,640,851
F,47,1553,51.3,890,797,892
M,24,1760,69.8,949,791,927
F,66,1456,49.8,940,843,828
F,17,1562,55.1,845,718,926
M,21,1733,71.7,912,810,965
M,45,1712,76.8,1010,865,970
M,43,1720,69.0,880,791,954
M,18,1752,86.2,1036,946,1057
F,34,1664,57.6,816,662,929
M,35,1774,88.0,990,927,1035
F,20,1708,48.9,790,601,860
F,18,1639,60.6,960,752,935
M,32,1773,88.7,1039,969,1015
F,20,1664,61.4,880,710,971
F,31,1569,52.0,845,735,915
F,34,1493,57.0,910,775,923
M,16,1641,50.2,765,670,838
M,25,1704,65.1,858,746,935
M,26,1724,65.9,895,785,945
M,36,1719,83.4,1026,996,985
F,34,1690,59.7,882,785,932
M,16,1737,63.1,813,758,930
M,18,1750,56.5,828,695,875
M,22,1660,62.9,895,743,900
M,18,1670,62.3,876,736,880
M,26,1777,79.7,940,835,1007
M,58,1733,77.7,967,884,985
F,19,1630,58.3,885,686,930
F,28,1452,51.5,840,721,860
F,63,1573,,1002,910,928
F,29,1606,59.4,842,740,979
F,30,1664,63.6,905,745,1012
F,66,1498,60.4,966,865,991
F,36,1577,57.2,904,772,918
F,48,1527,41.5,753,653,845
M,56,1747,64.3,875,796,860
F,42,1659,58.4,820,744,967
M,46,1715,71.7,1007,876,925
M,17,1725,78.3,990,892,1037
M,25,1768,72.8,989,818,958
F,35,1660,61.1,855,745,955
M,29,1800,76.1,902,825,970
F,29,1675,55.2,875,767,957
F,19,1544,52.5,835,710,945
M,28,1623,57.3,854,752,870
F,55,1608,58.1,876,760,942
M,18,1675,97.2,1110,959,1080
F,37,1628,64.0,906,742,1022
F,17,1634,56.9,853,702,956
M,21,1781,80.8,938,860,993
M,19,1739,96.4,990,991,1100
M,46,1770,71.0,942,815,940
M,18,1807,71.6,889,722,944
M,38,1728,79.2,955,886,971
M,34,1785,89.9,1090,956,1030
M,16,1690,61.6,940,705,970
M,46,1651,85.9,1034,1074,1005
F,62,1493,57.6,939,858,922
F,18,1645,55.6,860,655,924
M,31,1748,74.4,931,830,984
F,55,1608,55.0,896,770,890
M,18,1629,50.5,770,635,845
M,26,1745,63.9,898,826,945
F,17,1580,49.9,810,621,890
F,29,1613,50.3,790,670,870
F,39,1604,55.7,855,800,945
M,18,1715,48.9,760,642,827
F,39,1680,82.4,1051,1021,1021
F,23,1603,52.3,815,686,918
M,29,1830,97.9,1066,985,1060
F,35,1548,53.6,821,720,885
F,16,1603,55.0,856,685,910
M,26,1861,82.2,967,827,1010
F,62,1538,78.8,1064,1055,1034
M,22,1780,76.1,970,805,1021
F,18,1616,64.9,951,775,988
F,17,1628,56.8,915,725,916
M,16,1691,56.7,813,712,854
M,34,1709,91.5,1029,1018,1060
M,36,1689,63.0,873,783,891
F,57,1554,52.8,896,768,910
M,18,1754,75.5,965,836,951
F,36,1646,57.9,880,750,925
M,36,1759,79.9,972,905,981
M,17,1711,68.6,903,772,925
M,44,1631,56.6,850,744,884
M,19,1807,76.2,927,766,975
M,18,1580,42.9,735,616,788
M,18,1686,69.1,933,831,970
F,45,1581,53.1,845,755,885
M,26,1775,79.8,955,830,1015
M,55,1729,69.6,920,830,906
M,20,1756,58.3,803,720,880
F,26,1610,57.6,886,780,920
F,18,1598,46.6,760,597,854
F,65,1503,57.0,915,840,870
M,25,1749,75.3,935,840,980
M,28,1885,108.2,1148,978,1131
F,16,1538,63.5,941,820,975
M,25,1740,65.2,887,754,935
F,19,1560,55.5,865,780,943
F,25,1648,51.9,795,648,870
M,22,1804,70.1,915,764,951
M,17,1690,55.3,800,670,860
F,46,1475,53.6,894,802,920
M,25,1796,75.1,902,835,968
M,36,1695,65.0,912,812,893
F,48,1563,61.8,942,833,976
F,20,1618,65.3,943,776,960
M,37,1734,67.0,895,865,929
F,48,1533,51.6,893,792,904
M,36,1669,64.5,885,795,933
M,18,1714,99.8,1108,1078,1150
M,51,1706,78.5,980,918,1020
M,36,1805,74.8,912,817,950
M,59,1618,69.5,992,913,935
M,28,1635,64.8,865,875,950
M,38,1738,59.8,860,716,880
M,19,1745,63.5,858,718,902
F,18,1621,71.3,1001,875,1001
F,33,1631,52.7,845,677,905
F,62,1572,54.8,876,752,915
F,37,1685,63.6,888,778,948
M,18,1784,74.4,943,856,972
F,55,1496,60.1,1002,932,1024
F,20,1591,55.8,880,733,920
M,17,1714,64.6,825,715,922
M,37,1748,100.3,1078,1051,1086
F,17,1624,48.8,776,675,840
F,64,1585,59.3,929,876,868
F,19,1600,56.4,845,701,955
M,23,1718,70.5,900,736,895
F,33,1604,53.7,810,707,932
F,21,1666,66.2,914,760,976
F,40,1484,47.8,861,725,864
M,16,1713,54.7,811,661,861
M,47,1719,81.1,1016,905,980
F,19,1569,56.1,866,742,962
F,28,1572,53.3,820,717,921
M,54,1610,66.3,937,915,890
M,18,1683,53.3,781,667,854
M,44,1658,52.1,792,676,821
M,25,1720,76.5,940,809,1016
M,44,1698,79.9,1010,864,975
M,17,1784,66.9,855,720,906
F,62,1629,71.6,1045,968,988
M,18,1725,56.0,810,675,905
M,16,1703,51.1,776,655,860
M,52,1620,68.8,944,865,933
F,25,1638,76.1,960,903,986
F,42,1477,44.3,800,680,845
F,16,1621,53.8,790,646,931
F,27,1625,51.3,781,655,901
M,32,1700,75.2,987,860,975
F,33,1567,46.3,802,690,855
M,35,1710,75.9,1002,875,990
M,17,1741,68.3,866,745,965
F,16,1704,49.2,780,605,921
F,53,1525,64.8,934,871,995
F,36,1622,53.8,825,780,941
F,19,1596,49.8,858,687,879
M,29,1676,73.6,931,838,1018
F,16,1560,64.4,910,825,985
M,35,1751,65.1,835,723,925
F,60,1510,56.7,955,835,905
M,32,1788,86.5,1042,920,1018
M,48,1794,68.0,895,814,930
F,55,1570,54.5,931,812,891
F,36,1526,51.9,842,759,890
M,17,1702,65.9,915,806,940
M,16,1723,60.7,824,725,901
F,54,1580,70.4,1041,993,971
F,20,1610,49.3,810,666,890
F,60,1488,57.3,980,862,900
M,32,1695,73.6,900,878,962
M,17,1628,84.6,1015,940,1035
M,16,1851,61.4,805,658,906
F,16,1636,50.4,760,606,890
M,16,1655,60.0,855,760,915
M,18,1715,59.7,828,670,910
F,35,1635,62.1,872,760,965
F,19,1520,49.4,842,692,880
F,17,1551,45.4,785,630,874
F,40,1516,46.7,806,705,901
F,36,1625,48.1,794,678,860
F,32,1614,50.9,824,660,880
M,19,1737,62.3,865,710,895
M,19,1725,63.1,903,712,880
M,17,1845,86.0,982,857,1030
F,38,1496,50.0,764,705,912
M,53,1645,63.6,902,835,915
M,37,1745,82.4,998,860,992
M,33,1766,73.0,936,835,925
M,38,1755,83.3,995,912,1031
F,58,1565,64.2,955,811,934
F,58,1511,61.6,970,935,989
M,20,1792,80.3,953,895,1010
F,48,1599,54.8,841,761,921
F,21,1627,56.7,854,744,935
M,35,1653,74.9,1035,910,960
F,55,1527,57.6,905,873,926
F,19,1570,54.0,868,723,925
M,51,1729,62.1,845,755,900
M,16,1754,77.5,1000,856,999
F,31,1603,72.5,980,980,1025
F,56,1600,75.6,1080,910,1035
M,20,1740,60.8,858,710,893
F,51,1615,59.8,882,754,932
M,16,1695,55.6,819,681,861
F,17,1603,50.6,765,623,904
F,20,1625,65.7,920,793,985
F,50,1481,59.8,954,875,960
F,17,1599,53.1,793,687,897
M,17,1730,51.9,792,688,845
F,27,1706,59.5,795,696,920
F,18,1574,57.0,845,740,955
F,21,1638,56.6,821,693,985
F,18,1578,49.8,810,665,890
F,23,1619,68.6,940,715,1010
M,41,1784,75.6,973,840,943
F,32,1650,56.6,830,735,922
F,42,1536,63.2,954,850,972
F,33,1631,51.6,792,625,885
M,18,1732,54.7,805,672,841
F,23,1550,62.2,932,793,1002
F,21,1602,56.3,859,695,941
M,16,1720,50.6,780,626,843
M,17,1683,60.5,825,752,903
M,25,1800,93.7,1062,889,1090
F,33,1684,79.5,1035,960,1071
M,44,1733,64.2,882,734,940
F,25,1644,53.4,825,680,890
M,30,1706,66.7,880,796,932
F,61,1473,62.1,985,887,970
M,33,1724,84.6,995,915,1015
F,16,1611,62.4,920,762,960
M,55,1678,70.4,962,924,945
M,29,1680,70.4,955,864,932
M,45,1780,83.3,985,930,1020
M,21,1645,58.3,882,725,881
F,19,1590,56.3,831,705,967
M,53,1779,80.1,961,925,954
F,51,1517,62.0,961,876,954
M,38,1705,77.7,1016,874,1000
F,18,1531,45.0,810,634,842
M,32,1775,102.5,1097,991,1122
M,25,1756,87.7,1032,885,1019
F,40,1628,67.0,950,802,1004
F,47,1563,64.6,931,786,1003
M,17,1730,65.2,930,734,925
F,18,1659,66.8,930,818,970
F,24,1648,87.0,1045,930,1095
F,48,1567,59.2,920,795,940
F,52,1518,53.9,844,742,901
F,39,1667,71.5,954,850,1005
F,32,1620,48.9,820,675,845
F,50,1521,50.9,898,755,910
F,19,1548,45.9,750,634,872
M,49,1700,83.7,990,967,992
M,41,1725,81.0,968,890,990
F,17,1664,54.6,817,705,940
F,42,1596,61.5,909,797,978
F,39,1474,80.2,1191,1071,1114
M,34,1734,70.0,975,830,946
M,17,1821,76.4,885,821,935
F,34,1719,77.3,935,812,1078
M,46,1627,61.3,914,827,872
M,32,1748,76.8,842,755,880
F,58,1528,61.9,991,915,953
